;figi;ticker;share_name;datetime;last_price;rsi_float;sell_flag;buy_flag;strategy_id;profit;currency
211;BBG00LJYS1P8;ELAN;Elanco Animal Health Inc;2022-06-22 16:46:13.690426;19.65;28.6282;0;1;rsi;0;usd
212;BBG000C3FGH9;GHC;Graham Holdings Co;2022-06-22 16:46:14.018531;543.35;29.7948;0;1;rsi;0;usd
213;BBG004WQKD07;OGS;ONE Gas;2022-06-22 16:46:14.268563;77.94;29.7376;0;1;rsi;0;usd
214;BBG00LLW2MF2;ABCL;AbCellera Biologics;2022-06-22 16:46:14.315389;10.37;71.5461;1;0;rsi;0;usd
215;BBG006N7S6K9;FNF;Fidelity National Financial, Inc.;2022-06-22 16:46:14.502921;35.73;29.8541;0;1;rsi;0;usd
216;BBG005TJKDZ6;IBP;Installed Building Products;2022-06-22 16:46:14.518499;71.77;29.4153;0;1;rsi;0;usd
217;BBG000BS5DR2;RHI;Robert Half;2022-06-24 01:24:44.515170;74.5;29.382;0;1;rsi;0;usd
218;BBG000BDHD29;UNVR;Univar Solutions Inc;2022-06-24 01:24:44.536141;24.67;28.4047;0;1;rsi;0;usd
219;BBG000BMWKC5;KMT;Kennametal Inc;2022-06-24 01:24:44.580142;22.14;25.3041;0;1;rsi;0;usd
220;BBG000BKGXQ4;GATX;GATX Corporation;2022-06-24 01:24:44.899141;92.3;29.23;0;1;rsi;0;usd
221;BBG000C1XKF6;PNFP;Pinnacle Financial Partners In;2022-06-24 01:24:45.060167;68.54;29.4669;0;1;rsi;0;usd
222;BBG000BN8ZK8;DAR;Darling Ingredients Inc;2022-06-24 01:24:45.164170;61.4;29.2294;0;1;rsi;0;usd
223;BBG000C3GN47;CTRA;Coterra Energy;2022-06-24 01:24:45.223170;25.81;28.6065;0;1;rsi;0;usd
224;BBG000BJ5HK0;AYI;Acuity Brands;2022-06-24 01:24:45.313145;145.37;28.8561;0;1;rsi;0;usd
225;BBG0147BN6G2;SHEL;Shell АДР;2022-06-24 01:24:45.335136;49.1;29.6832;0;1;rsi;0;usd
226;BBG000BL8804;HST;Host Hotels & Resorts REIT;2022-06-24 01:24:45.383138;15.27;29.9072;0;1;rsi;0;usd
227;BBG000BB8SW7;PKG;Packaging Corp of America;2022-06-24 01:24:45.467136;135.8;29.3274;0;1;rsi;0;usd
228;BBG000BNF508;LPX;Louisiana-Pacific Corporation;2022-06-24 01:24:45.526137;51.75;28.4573;0;1;rsi;0;usd
229;BBG000C8H633;MRO;Marathon Oil;2022-06-24 01:24:45.560136;22.0;28.3026;0;1;rsi;0;usd
230;BBG000BFXHL6;MOS;Mosaic;2022-06-24 01:24:45.590142;45.33;29.8083;0;1;rsi;0;usd
231;BBG012QVD574;LYLT;Loyalty Ventures;2022-06-24 01:24:45.663135;4.62;29.8643;0;1;rsi;0;usd
232;BBG000BBVJZ8;DVN;Devon Energy;2022-06-24 01:24:45.750133;54.7;28.7916;0;1;rsi;0;usd
233;BBG000BF6756;CCK;Crown Holdings Inc;2022-06-24 01:24:46.235165;89.58;29.0334;0;1;rsi;0;usd
234;BBG000BH1NH9;DE;Deere & Company;2022-06-24 01:24:46.317164;296.99;29.8282;0;1;rsi;0;usd
235;BBG000QJW156;BSPB;Банк Санкт-Петербург;2022-06-24 01:24:46.369132;71.51;70.7831;1;0;rsi;0;rub
236;BBG00KHRRDX3;ALLO;Allogene Therapeutics Inc;2022-06-24 01:24:47.100135;12.19;71.3763;1;0;rsi;0;usd
237;BBG000FVXD63;RRC;Range Resources;2022-06-24 01:24:47.205134;23.82;29.5002;0;1;rsi;0;usd
238;BBG000BHZ5J9;EQT;EQT Corporation;2022-06-24 01:24:47.433104;33.3;28.1466;0;1;rsi;0;usd
239;BBG000BWB7V4;VMI;Valmont Industries;2022-06-24 01:24:47.542130;218.44;29.6312;0;1;rsi;0;usd
240;BBG008NXC572;WRK;WestRock;2022-06-24 01:24:47.670102;38.25;29.1115;0;1;rsi;0;usd
241;BBG000CKVSG8;CNX;CNX Resources Corporation;2022-06-24 01:24:47.715727;16.49;29.1416;0;1;rsi;0;usd
242;BBG000F2XXP2;SBGI;Sinclair Broadcast Group Inc;2022-06-24 01:24:47.822420;17.94;29.4945;0;1;rsi;0;usd
243;BBG000BS9489;OMC;Omnicom Group;2022-06-24 01:24:47.959420;62.21;29.9619;0;1;rsi;0;usd
244;BBG000BDDN94;OIS;Oil States International Inc;2022-06-24 01:24:47.994420;5.16;28.3777;0;1;rsi;0;usd
245;BBG000BF0K17;CAT;Caterpillar;2022-06-24 01:24:48.071421;178.27;26.9409;0;1;rsi;0;usd
246;BBG000BGPQW1;CVGW;Calavo Growers Inc;2022-06-24 01:24:48.296450;41.14;70.2528;1;0;rsi;0;usd
247;BBG000BPBTL2;CHH;Choice Hotels International In;2022-06-24 01:24:48.452417;110.68;29.8078;0;1;rsi;0;usd
248;BBG000QT15P7;PTCT;PTC Therapeutics;2022-06-24 01:24:48.857457;40.24;71.7097;1;0;rsi;0;usd
249;BBG000BN5LG7;VALE;Vale SA;2022-06-24 01:24:49.088414;13.89;29.4521;0;1;rsi;0;usd
250;BBG000BBSJ28;FRME;First Merchants Corporation;2022-06-24 01:24:49.148446;35.83;29.3312;0;1;rsi;0;usd
251;BBG000H556T9;HON;Honeywell;2022-06-24 01:24:49.273445;173.85;28.7035;0;1;rsi;0;usd
252;BBG00BN969C1;CTVA;Corteva Inc;2022-06-24 01:24:49.820432;51.2;29.5083;0;1;rsi;0;usd
253;BBG000BKTFN2;HAL;Halliburton;2022-06-24 01:24:49.850410;30.18;29.1141;0;1;rsi;0;usd
254;BBG000K4ND22;CVX;Chevron;2022-06-24 01:24:50.000443;142.49;29.7498;0;1;rsi;0;usd
255;BBG000BZ9223;EOG;EOG Resources;2022-06-24 01:24:50.115408;105.45;29.621;0;1;rsi;0;usd
256;BBG000BSHH72;SCCO;Southern Copper Corp;2022-06-24 01:24:50.183440;50.0;27.4802;0;1;rsi;0;usd
257;BBG000BB6WG8;ADM;Archer-Daniels-Midland Company;2022-06-24 01:24:50.298409;71.77;26.8193;0;1;rsi;0;usd
258;BBG004S68BH6;PIKK;ПИК;2022-06-24 01:24:50.391436;691.5;75.7037;1;0;rsi;0;rub
259;BBG000CPBCL8;OII;Oceaneering International Inc;2022-06-24 01:24:50.453435;9.1;29.0334;0;1;rsi;0;usd
260;BBG004S68C39;LSRG;Группа ЛСР;2022-06-24 01:24:50.625433;560.2;70.3466;1;0;rsi;0;rub
261;BBG000DW4LB1;AWI;Armstrong World Industries Inc;2022-06-24 01:24:50.670434;73.67;29.7086;0;1;rsi;0;usd
262;BBG000DCCZW2;AGCO;AGCO Corp;2022-06-24 01:24:50.878404;97.44;28.6063;0;1;rsi;0;usd
263;BBG000BHX7N2;EMR;Emerson Electric;2022-06-24 01:24:50.955404;77.79;29.5832;0;1;rsi;0;usd
264;BBG000PT6BR8;CLDT;Chatham Lodging REIT;2022-06-24 01:24:51.309426;9.92;29.5011;0;1;rsi;0;usd
